PACKPRICE,sum_of_salesday,Spend,s_date_year,s_date_month,s_date_dayofmonth,sale_pdp,Pampers_sale_rpi,Mamypoko_sale_rpi,Pampers_offer_rpi,Mamypoko_offer_rpi,MerchantCode_number
11.6,97,0.0,2022,4,13,17.1796875,0.0,0.036974474,0.064516129,-0.035714286,1
12.0,68,168.0,2022,4,24,17.1796875,0.0,0.036974474,0.032258065,-0.008403361,1
12.0,70,0.0,2022,4,25,17.1796875,0.0,0.036974474,0.032258065,-0.008403361,1
12.0,84,64.0,2022,5,1,17.1796875,0.0,0.036974474,0.069767442,-0.034482759,1
11.2,98,293.0,2022,5,5,17.1796875,0.0,0.036974474,0.050847458,0.01754386,1
10.9,186,372.0,2022,5,7,17.1796875,0.08336807,0.036974474,0.076271186,0.043859649,1
11.2,122,233.0,2022,5,10,17.1796875,0.08336807,0.036974474,0.131782946,0.034482759,1
12.0,79,768.0,2022,6,12,18.7421875,0.0,-0.050613113,0.111111111,-0.071428571,1
11.6,117,1419.0,2022,6,17,18.7421875,0.0,-0.050613113,0.100775194,-0.045045045,1
11.8,109,1780.0,2022,6,28,18.7421875,0.0,-0.050613113,0.125925926,-0.008547009,1
11.9,116,1761.0,2022,6,30,18.7421875,0.0,-0.050613113,0.118518519,-0.025862069,1
11.6,223,1166.7,2022,7,3,18.7421875,0.0,-0.050613113,0.275,0.033333333,1
12.2,108,582.64,2022,7,12,18.7421875,0.0,-0.050613113,0.054263566,-0.016666667,1
11.6,184,684.45,2022,7,15,18.7421875,0.0,-0.050613113,0.100775194,0.033333333,1
12.2,96,687.13,2022,7,18,18.7421875,0.0,-0.050613113,0.054263566,-0.016666667,1
11.2,118,640.18,2022,7,20,18.7421875,0.0,-0.050613113,0.131782946,0.066666667,1
10.7,325,2470.46,2022,8,4,18.7421875,0.0,-0.050613113,0.130081301,0.077586207,1
10.4,205,5007.03,2022,8,6,18.7421875,0.0,-0.050613113,0.111111111,0.111111111,1
10.4,232,4330.88,2022,8,7,18.7421875,0.0,-0.050613113,0.111111111,0.111111111,1
11.4,195,1764.85,2022,8,11,18.7421875,0.0,-0.050613113,0.11627907,-0.008849558,1
11.6,182,1497.19,2022,8,15,18.7421875,0.0,-0.050613113,0.100775194,0.0,1
12.2,140,2297.48,2022,8,17,18.7421875,0.0,-0.050613113,0.054263566,-0.051724138,1
12.2,93,1690.54,2022,8,21,18.7421875,0.0,-0.050613113,0.061538462,-0.051724138,1
12.2,109,1880.05,2022,8,23,18.7421875,0.0,-0.050613113,0.054263566,-0.051724138,1
11.8,121,1373.93,2022,8,24,18.7421875,0.0,-0.050613113,0.085271318,-0.017241379,1
11.6,131,3054.57,2022,8,28,18.7421875,0.0,-0.050613113,0.100775194,0.0,1
12.2,93,2345.05,2022,8,30,18.7421875,0.0,-0.050613113,0.054263566,-0.051724138,1
11.8,138,2027.52,2022,9,4,18.7421875,0.0,-0.050613113,0.119402985,0.016666667,1
12.2,90,909.08,2022,9,9,18.7421875,0.0,-0.050613113,0.06870229,-0.051724138,1
12.2,82,1029.76,2022,9,13,18.7421875,0.0,-0.050613113,0.075757576,-0.051724138,1
12.2,61,526.42,2022,9,18,18.7421875,0.0,-0.050613113,0.054263566,-0.051724138,1
12.2,68,474.69,2022,9,21,18.7421875,0.0,-0.050613113,0.089552239,-0.051724138,1
9.2,96,0.0,2021,1,17,13.80921053,-0.050025013,-0.050550551,0.132075472,0.089108911,2
8.7,131,0.0,2021,1,22,13.80921053,-0.050025013,-0.050550551,0.138613861,0.09375,2
9.7,69,0.0,2021,1,30,14.46710526,0.043497173,-0.100600601,0.08490566,0.0,2
9.7,52,0.0,2021,1,31,13.80921053,0.086994345,-0.050550551,0.08490566,-0.010416667,2
9.1,62,0.0,2021,2,1,13.80921053,0.086994345,-0.050550551,0.116504854,0.052083333,2
9.1,52,0.0,2021,2,3,14.46710526,0.043497173,-0.100600601,0.141509434,0.052083333,2
9.7,69,0.0,2021,2,12,14.46710526,-0.100050025,-0.100600601,0.08490566,-0.021052632,2
9.5,66,0.0,2021,2,15,14.46710526,-0.100050025,-0.100600601,0.103773585,0.0,2
9.5,50,0.0,2021,2,16,14.46710526,-0.100050025,-0.100600601,0.103773585,0.0,2
9.5,59,0.0,2021,2,19,14.46710526,-0.100050025,-0.100600601,0.103773585,0.030612245,2
9.5,65,0.0,2021,2,20,14.46710526,-0.100050025,-0.100600601,0.103773585,0.030612245,2
9.5,83,0.0,2021,2,24,14.46710526,-0.100050025,-0.100600601,0.103773585,0.030612245,2
9.5,99,0.0,2021,2,28,14.46710526,-0.100050025,-0.100600601,0.136363636,-0.032608696,2
9.6,75,0.0,2021,3,7,14.46710526,-0.100050025,-0.100600601,0.127272727,-0.090909091,2
9.5,55,0.0,2021,3,14,13.80921053,-0.050025013,-0.050550551,0.103773585,-0.032608696,2
9.5,94,0.0,2021,3,16,13.80921053,-0.050025013,-0.050550551,0.136363636,-0.032608696,2
9.5,98,0.0,2021,3,19,14.46710526,-0.100050025,-0.100600601,0.136363636,-0.032608696,2
9.8,64,0.0,2021,4,6,14.46710526,-0.100050025,-0.100600601,0.075471698,-0.152941176,2
9.8,62,0.0,2021,4,7,14.46710526,-0.100050025,-0.100600601,-0.010309278,-0.152941176,2
9.5,45,0.0,2021,4,11,14.46710526,0.043497173,-0.100600601,0.103773585,-0.091954023,2
9.6,98,0.0,2021,4,18,15.125,0.0,-0.150650651,0.094339623,-0.129411765,2
9.4,72,0.0,2021,4,29,14.46710526,0.043497173,-0.100600601,0.145454545,-0.105882353,2
9.4,65,0.0,2021,5,4,14.46710526,0.043497173,-0.100600601,0.040816327,-0.105882353,2
9.4,52,0.0,2021,5,5,14.46710526,0.043497173,-0.100600601,0.040816327,-0.105882353,2
9.4,69,0.0,2021,5,11,15.125,0.0,-0.150650651,0.113207547,0.010526316,2
8.9,171,0.0,2021,5,20,14.46710526,0.043497173,-0.100600601,0.118811881,-0.047058824,2
8.9,122,0.0,2021,5,21,14.46710526,0.043497173,-0.100600601,0.11,-0.047058824,2
9.0,160,0.0,2021,6,4,14.46710526,-0.100050025,-0.100600601,0.042553191,-0.022727273,2
9.0,135,260.0,2021,6,7,13.80921053,-0.050025013,-0.050550551,0.042553191,-0.022727273,2
9.0,144,129.0,2021,6,8,13.80921053,-0.050025013,-0.050550551,0.142857143,0.032258065,2
9.0,141,340.0,2021,6,10,13.80921053,-0.050025013,-0.050550551,0.142857143,0.032258065,2
9.4,59,236.0,2021,6,15,14.46710526,-0.100050025,-0.100600601,-0.02173913,-0.032967033,2
10.3,34,133.0,2021,6,24,14.46710526,-0.100050025,-0.100600601,-0.119565217,-0.107526882,2
10.0,47,140.0,2021,6,25,14.46710526,-0.100050025,-0.100600601,-0.098901099,-0.075268817,2
9.4,60,25.0,2021,6,27,14.46710526,-0.100050025,-0.100600601,-0.032967033,-0.010752688,2
9.2,59,184.0,2021,7,1,14.46710526,-0.100050025,-0.100600601,-0.010989011,-0.045454545,2
9.1,59,126.0,2021,7,9,14.46710526,-0.100050025,-0.100600601,0.09,0.010869565,2
8.3,90,52.0,2021,7,26,14.46710526,0.043497173,-0.100600601,0.087912088,0.023529412,2
8.3,74,33.0,2021,7,27,14.46710526,0.043497173,-0.100600601,0.087912088,0.023529412,2
8.3,87,0.0,2021,7,28,14.46710526,0.043497173,-0.100600601,0.087912088,-0.62745098,2
8.3,103,33.0,2021,7,29,14.46710526,0.043497173,-0.100600601,0.087912088,0.056818182,2
8.3,137,102.0,2021,7,31,14.46710526,0.043497173,-0.100600601,0.087912088,0.056818182,2
8.6,99,26.0,2021,8,6,14.46710526,0.043497173,-0.100600601,0.054945055,0.196261682,2
9.4,59,146.0,2021,8,14,14.46710526,0.043497173,-0.100600601,0.06,-0.02173913,2
9.1,73,218.0,2021,8,24,14.46710526,0.043497173,-0.100600601,0.09,0.010869565,2
9.1,79,246.0,2021,9,1,14.46710526,0.043497173,-0.100600601,0.042105263,-0.034090909,2
9.1,78,0.0,2021,9,6,14.46710526,0.043497173,-0.100600601,0.042105263,-0.034090909,2
9.1,77,0.0,2021,9,7,14.46710526,0.043497173,-0.100600601,0.042105263,-0.034090909,2
9.1,105,81.0,2021,9,11,14.46710526,0.043497173,-0.100600601,0.09,0.010869565,2
9.1,50,23.0,2021,9,18,14.46710526,0.043497173,-0.100600601,0.080808081,0.010869565,2
9.1,72,36.0,2021,9,20,14.46710526,0.043497173,-0.100600601,0.125,0.010869565,2
9.4,35,0.0,2021,9,24,14.46710526,0.043497173,-0.100600601,0.096153846,-0.02173913,2
9.4,47,0.0,2021,9,27,14.46710526,0.043497173,-0.100600601,0.096153846,-0.02173913,2
9.4,39,37.0,2021,9,29,14.46710526,0.043497173,-0.100600601,0.096153846,-0.02173913,2
8.3,66,61.0,2021,10,2,15.125,0.0,-0.150650651,0.126315789,0.023529412,2
8.3,81,0.0,2021,10,7,14.46710526,0.043497173,-0.100600601,0.087912088,0.023529412,2
8.3,77,0.0,2021,10,9,14.46710526,-0.100050025,-0.100600601,0.126315789,0.023529412,2
8.9,41,42.0,2021,10,12,14.46710526,0.043497173,-0.100600601,0.144230769,-0.047058824,2
8.9,32,153.0,2021,10,22,14.46710526,0.043497173,-0.100600601,0.063157895,-0.047058824,2
8.9,50,203.0,2021,10,23,14.46710526,0.043497173,-0.100600601,-0.011363636,-0.072289157,2
8.3,41,344.0,2021,10,31,14.46710526,0.043497173,-0.100600601,0.087912088,0.0,2
8.3,96,372.0,2021,11,3,14.46710526,0.043497173,-0.100600601,0.126315789,0.0,2
9.5,32,164.0,2021,11,5,14.46710526,0.043497173,-0.100600601,0.086538462,-0.079545455,2
9.5,27,228.0,2021,11,15,14.46710526,-0.100050025,-0.100600601,0.086538462,-0.079545455,2
9.5,34,318.0,2021,11,17,14.46710526,-0.100050025,-0.100600601,0.086538462,0.233870968,2
9.1,94,420.0,2021,11,21,13.80921053,0.045475216,-0.050550551,0.080808081,0.266129032,2
9.1,81,653.0,2021,11,24,14.46710526,0.0,-0.100600601,0.125,0.272,2
9.5,85,366.0,2021,11,26,14.46710526,0.0,-0.100600601,0.086538462,0.233870968,2
9.5,76,825.0,2021,11,29,14.46710526,0.0,-0.100600601,0.086538462,0.24,2
9.5,71,806.0,2021,11,30,14.46710526,0.0,-0.100600601,0.077669903,0.24,2
9.7,38,825.0,2021,12,8,14.46710526,-0.390891841,0.120048019,-0.021052632,0.211382114,2
9.1,72,369.0,2021,12,22,14.46710526,-0.390891841,0.044215268,0.042105263,0.06185567,2
9.7,60,244.0,2021,12,24,14.46710526,-0.390891841,-0.111729019,0.067307692,0.253846154,2
9.1,138,286.0,2022,1,4,14.46710526,-0.390891841,-0.103848494,0.125,0.305343511,2
9.4,95,290.0,2022,1,10,14.46710526,0.043497173,-0.005083102,0.087378641,0.347222222,2
9.4,96,730.0,2022,1,12,14.46710526,0.043497173,-0.100600601,0.160714286,0.282442748,2
9.2,110,264.0,2022,1,13,14.46710526,0.043497173,-0.100600601,0.021276596,0.297709924,2
8.6,148,248.0,2022,1,17,14.46710526,0.043497173,0.044215268,0.165048544,0.085106383,2
8.6,203,392.0,2022,1,19,14.46710526,0.043497173,0.044215268,0.165048544,0.085106383,2
9.4,141,116.0,2022,1,24,14.46710526,0.043497173,-0.061510781,0.160714286,0.308823529,2
9.4,99,166.0,2022,1,25,14.46710526,0.043497173,-0.061510781,0.160714286,0.308823529,2
9.4,108,101.0,2022,1,30,14.46710526,0.043497173,0.044215268,0.121495327,0.069306931,2
9.4,106,125.0,2022,1,31,14.46710526,0.043497173,0.044215268,0.160714286,0.069306931,2
10.0,70,115.0,2022,2,2,14.46710526,0.0,0.044215268,0.065420561,-0.052631579,2
10.0,61,165.0,2022,2,9,14.46710526,0.043497173,0.044215268,0.107142857,-0.020408163,2
10.4,34,34.0,2022,2,18,14.46710526,0.043497173,0.044215268,0.028037383,-0.02970297,2
10.4,29,7.0,2022,2,19,14.46710526,0.043497173,0.044215268,-0.009708738,-0.02970297,2
9.4,49,91.0,2022,2,25,14.46710526,0.043497173,0.044215268,0.160714286,0.31884058,2
9.4,71,24.0,2022,2,27,14.46710526,-0.390891841,0.044215268,0.096153846,0.069306931,2
9.8,50,50.0,2022,3,10,14.46710526,0.0,0.044215268,0.08411215,0.02970297,2
9.5,40,42.0,2022,3,16,14.46710526,0.0,0.044215268,0.103773585,0.030612245,2
9.1,106,18.0,2022,3,19,14.46710526,0.0,0.044215268,0.1875,0.071428571,2
9.1,110,61.0,2022,3,21,14.46710526,0.0,0.044215268,0.1875,0.099009901,2
10.1,42,0.0,2022,4,12,14.46710526,0.0,0.044215268,0.019417476,-0.063157895,2
9.5,29,0.0,2022,4,18,14.46710526,0.0,0.044215268,0.112149533,0.0,2
10.1,18,63.0,2022,4,20,14.46710526,0.0,0.044215268,0.056074766,0.0,2
10.1,21,0.0,2022,4,28,14.46710526,0.0,0.044215268,0.098214286,-0.086021505,2
9.5,44,0.0,2022,5,3,14.46710526,0.0,0.044215268,-0.079545455,0.059405941,2
9.2,102,2001.0,2022,5,7,14.46710526,0.0,0.044215268,0.333333333,0.051546392,2
9.5,50,1919.0,2022,5,9,14.46710526,0.08336807,0.044215268,0.077669903,0.030612245,2
10.1,43,2952.0,2022,5,17,14.46710526,0.08336807,0.044215268,0.047169811,0.0,2
9.8,47,2841.0,2022,6,1,14.46710526,0.0,0.044215268,0.075471698,0.0,2
9.8,74,3021.0,2022,6,3,15.78289474,-0.090950432,-0.042713766,0.08411215,0.0,2
9.8,68,2978.0,2022,6,7,15.78289474,-0.090950432,-0.042713766,0.08411215,0.0,2
10.1,57,2939.0,2022,6,8,15.78289474,-0.090950432,-0.042713766,0.073394495,0.0,2
10.1,41,3004.0,2022,6,11,15.78289474,-0.090950432,-0.042713766,0.098214286,0.0,2
10.1,17,3104.0,2022,6,14,15.78289474,-0.090950432,-0.042192149,0.262773723,0.257352941,2
10.1,28,2932.0,2022,6,15,15.78289474,-0.090950432,-0.042713766,0.246268657,0.298611111,2
10.1,35,3084.0,2022,6,16,15.78289474,-0.090950432,-0.077219289,0.246268657,0.31292517,2
9.8,89,469.64,2022,7,8,15.78289474,-0.090950432,-0.042713766,0.066666667,0.02970297,2
9.8,77,798.91,2022,7,9,15.78289474,-0.090950432,-0.042713766,0.066666667,0.02970297,2
9.8,106,424.1,2022,7,11,15.78289474,-0.090950432,-0.042713766,0.066666667,0.02970297,2
9.5,25,60.41,2022,7,22,15.78289474,-0.090950432,-0.042713766,0.095238095,0.059405941,2
9.0,57,742.5,2022,7,24,15.78289474,-0.090950432,-0.042713766,0.02173913,0.081632653,2
9.5,80,818.22,2022,7,25,15.78289474,-0.090950432,-0.042713766,0.010416667,0.030612245,2
10.3,40,707.11,2022,7,31,15.78289474,0.0,-0.042713766,0.019047619,-0.01980198,2
9.0,77,2357.43,2022,8,5,15.78289474,0.0,-0.042713766,0.0625,0.042553191,2
8.8,106,4541.4,2022,8,7,15.78289474,0.0,-0.042713766,0.083333333,0.128712871,2
9.9,58,1905.25,2022,8,18,15.78289474,0.0,-0.042713766,0.057142857,0.01980198,2
10.3,52,2271.41,2022,8,21,15.78289474,0.0,-0.042713766,0.019047619,-0.01980198,2
9.9,79,1855.22,2022,8,26,15.78289474,0.0,-0.042713766,0.057142857,0.01980198,2
9.9,79,1873.12,2022,9,2,15.78289474,0.0,-0.042713766,0.057142857,0.01980198,2
10.1,36,1641.03,2022,9,10,15.78289474,0.0,-0.042713766,0.0,-0.030612245,2
9.9,52,1254.6,2022,9,13,15.78289474,0.0,-0.042713766,0.0,-0.010204082,2
10.3,48,1807.93,2022,9,15,15.78289474,0.0,-0.042713766,-0.04040404,-0.01980198,2
9.9,21,1790.76,2022,9,16,15.78289474,0.0,-0.042713766,0.0,-0.010204082,2
8.7,73,8197.09,2022,9,23,15.78289474,0.0,-0.042713766,0.09375,0.112244898,2
8.7,104,9264.21,2022,9,24,15.78289474,0.0,-0.042713766,0.011363636,0.112244898,2
8.7,105,1286.67,2022,9,28,15.78289474,0.0,-0.042713766,0.09375,0.112244898,2
8.9,60,110.0,2021,7,10,12.77906977,-0.158061117,-0.074516377,-0.011363636,0.011111111,3
8.9,50,70.0,2021,7,13,12.77906977,0.043516101,-0.074516377,-0.011363636,0.011111111,3
8.8,71,225.0,2021,7,17,12.77906977,0.043516101,-0.074516377,0.0,0.022222222,3
8.9,67,36.0,2021,7,19,12.77906977,0.043516101,-0.074516377,-0.011363636,0.011111111,3
8.0,59,273.0,2021,7,27,12.77906977,0.043516101,-0.074516377,0.0,0.036144578,3
8.0,104,147.0,2021,7,28,12.77906977,0.043516101,-0.074516377,0.0,0.08045977,3
8.3,98,72.0,2021,7,29,12.77906977,0.043516101,-0.074516377,-0.0375,0.045977011,3
9.1,59,192.0,2021,8,4,12.77906977,0.043516101,-0.074516377,-0.083333333,-0.045977011,3
9.1,30,95.0,2021,8,15,12.77906977,0.043516101,-0.074516377,-0.1375,-0.011111111,3
8.0,122,113.0,2021,8,21,12.77906977,0.043516101,-0.074516377,0.0,0.101123596,3
8.0,170,1525.0,2021,8,24,12.77906977,0.083402836,-0.074516377,0.402985075,0.101123596,3
8.0,116,227.0,2021,8,30,12.77906977,0.043516101,-0.074516377,-0.095890411,0.012345679,3
9.1,39,5.0,2021,9,7,12.77906977,0.043516101,-0.074516377,-0.034090909,-0.045977011,3
7.7,173,251.0,2021,9,17,12.77906977,-0.158061117,-0.074516377,0.012820513,0.114942529,3
8.0,153,152.0,2021,9,24,12.77906977,0.043516101,-0.074516377,-0.052631579,0.111111111,3
7.3,192,22.0,2021,10,4,12.77906977,0.043516101,-0.074516377,0.120481928,0.120481928,3
7.3,157,331.0,2021,10,8,11.61627907,0.130548303,0.023255814,0.0,0.0875,3
7.8,96,2619.0,2021,10,13,12.77906977,0.043516101,-0.074516377,0.113636364,0.060240964,3
7.3,157,274.0,2021,10,31,12.77906977,0.043516101,-0.074516377,0.0875,0.120481928,3
7.3,203,227.0,2021,11,3,12.77906977,0.043516101,-0.074516377,0.0875,0.120481928,3
7.3,107,27.0,2021,11,23,12.77906977,0.043516101,-0.074516377,0.206521739,0.179775281,3
8.0,208,45.0,2021,11,27,12.77906977,0.043516101,-0.074516377,0.130434783,0.101123596,3
8.0,118,11.0,2021,11,28,12.77906977,0.043516101,-0.074516377,0.130434783,0.101123596,3
8.0,114,69.0,2021,12,8,12.77906977,0.043516101,-0.074516377,0.101123596,0.101123596,3
8.0,122,489.0,2021,12,15,12.77906977,0.043516101,-0.074516377,0.101123596,0.101123596,3
8.0,471,131.0,2021,12,23,8.011627907,0.400348129,0.326349605,0.101123596,0.327731092,3
8.0,387,90.0,2021,12,24,12.77906977,0.043516101,-0.074516377,0.191919192,0.327731092,3
8.0,518,135.0,2021,12,26,12.77906977,0.043516101,0.174275492,0.191919192,0.483870968,3
8.5,227,161.0,2022,1,4,12.77906977,0.043516101,-0.074516377,0.114583333,0.279661017,3
8.5,326,70.0,2022,1,7,12.77906977,0.043516101,0.104719049,0.114583333,0.405594406,3
8.8,106,48.0,2022,1,30,12.77906977,0.0,0.053402239,0.083333333,0.111111111,3
8.5,165,0.0,2022,2,6,12.77906977,0.083402836,0.053402239,0.114583333,0.055555556,3
8.8,188,407.0,2022,2,13,12.77906977,0.083402836,0.053402239,0.12,0.063829787,3
9.2,189,4923.0,2022,2,24,12.77906977,0.083402836,0.053402239,0.08,0.021276596,3
8.3,267,1719.0,2022,2,26,12.77906977,0.083402836,0.053402239,0.135416667,0.117021277,3
8.3,269,1358.0,2022,2,28,12.77906977,0.083402836,0.053402239,0.17,0.117021277,3
8.6,189,1265.0,2022,3,3,12.77906977,0.083402836,0.053402239,0.104166667,0.25862069,3
8.6,206,1772.0,2022,3,4,12.77906977,0.083402836,0.053402239,0.104166667,0.25862069,3
8.5,171,6961.0,2022,3,13,12.77906977,0.083402836,0.053402239,0.034090909,0.095744681,3
8.5,164,6940.0,2022,3,14,12.77906977,0.083402836,0.053402239,0.034090909,0.095744681,3
8.1,324,8048.0,2022,3,20,12.77906977,0.083402836,0.053402239,0.08988764,0.138297872,3
8.1,274,16972.0,2022,3,27,12.77906977,0.043516101,0.053402239,0.19,0.173469388,3
9.3,92,220.0,2022,4,22,12.77906977,0.043516101,0.053402239,0.07,0.060606061,3
8.6,169,1044.0,2022,5,5,12.77906977,0.043516101,0.053402239,0.0,0.044444444,3
8.6,124,669.0,2022,5,8,12.77906977,0.083402836,0.053402239,0.0,0.044444444,3
8.6,217,831.0,2022,5,14,12.77906977,0.083402836,0.053402239,0.094736842,0.094736842,3
8.6,214,530.0,2022,5,15,12.77906977,0.083402836,0.053402239,0.094736842,0.094736842,3
8.6,191,900.0,2022,5,18,13.36046512,0.041701418,0.010335917,0.044444444,0.094736842,3
8.6,148,551.0,2022,5,29,13.36046512,0.041701418,0.010335917,0.094736842,0.022727273,3
8.6,180,421.0,2022,5,30,13.36046512,0.041701418,0.010335917,0.094736842,0.022727273,3
8.7,113,226.0,2022,6,4,13.36046512,0.0,0.010335917,0.09375,0.011363636,3
9.1,105,352.0,2022,6,10,13.36046512,0.0,0.010335917,0.09,-0.034090909,3
8.6,157,264.0,2022,6,24,13.36046512,0.0,0.010335917,0.14,0.022727273,3
9.3,109,3899.79,2022,7,3,13.36046512,-0.000871,0.010335917,0.30075188,-0.056818182,3
9.3,111,3043.94,2022,7,4,13.36046512,-0.000871,0.010335917,0.30075188,-0.056818182,3
9.0,130,3196.48,2022,7,10,13.36046512,0.0,0.010335917,0.052631579,-0.022727273,3
9.2,125,1985.49,2022,7,11,13.36046512,0.0,0.010335917,0.031578947,-0.045454545,3
9.1,84,1138.6,2022,7,22,13.36046512,0.0,0.010335917,0.042105263,0.080808081,3
9.1,86,1343.18,2022,8,1,13.36046512,0.0,0.010335917,0.0,0.080808081,3
9.1,98,1628.4,2022,8,3,13.36046512,0.0,0.010335917,0.0,0.080808081,3
9.3,78,2406.62,2022,8,23,12.77906977,0.043516101,0.053402239,0.021052632,0.060606061,3
9.3,60,1986.96,2022,8,24,12.77906977,0.043516101,0.053402239,0.021052632,0.060606061,3
9.3,55,1894.59,2022,8,29,12.77906977,0.043516101,0.053402239,-0.021978022,0.060606061,3
9.5,58,2444.12,2022,9,5,12.77906977,0.043516101,0.053402239,0.04040404,0.0,3
9.3,51,1042.09,2022,9,9,12.77906977,0.043516101,0.053402239,0.060606061,0.010638298,3
9.3,52,768.91,2022,9,14,12.77906977,0.043516101,0.053402239,-0.021978022,0.010638298,3
8.9,74,1119.77,2022,9,21,12.77906977,0.043516101,0.053402239,0.021978022,0.053191489,3
12.0,148,255.0,2021,7,4,17.171875,-0.1001001,-0.1001001,0.032258065,-0.052631579,4
11.8,185,324.0,2021,7,6,17.171875,-0.1001001,-0.1001001,0.070866142,-0.035087719,4
12.0,208,297.0,2021,7,13,17.171875,0.043516101,-0.1001001,0.05511811,-0.008403361,4
12.0,156,774.0,2021,7,15,17.171875,0.043516101,-0.1001001,0.05511811,-0.008403361,4
12.0,157,394.0,2021,7,18,17.171875,0.043516101,-0.1001001,0.069767442,-0.008403361,4
12.0,194,91.0,2021,7,19,17.171875,0.043516101,-0.1001001,0.069767442,-0.008403361,4
12.0,185,190.0,2021,7,20,17.171875,0.043516101,-0.1001001,0.069767442,-0.008403361,4
12.0,201,45.0,2021,7,23,17.171875,0.043516101,-0.1001001,0.04,-0.008403361,4
10.8,314,224.0,2021,7,28,17.171875,0.043516101,-0.1001001,0.060869565,0.052631579,4
11.7,171,36.0,2021,8,5,17.953125,0.0,-0.15015015,0.0,-0.073394495,4
11.7,158,31.0,2021,8,6,17.171875,0.043516101,-0.1001001,0.0,-0.073394495,4
11.7,147,80.0,2021,8,8,17.953125,0.0,-0.15015015,0.0,-0.073394495,4
11.7,180,35.0,2021,8,12,17.171875,0.043516101,-0.1001001,0.0,0.016806723,4
10.9,361,15.0,2021,8,23,17.171875,0.043516101,-0.1001001,0.03539823,0.084033613,4
10.7,640,161.0,2021,8,31,17.171875,0.043516101,-0.1001001,0.170542636,0.077586207,4
11.1,464,76.0,2021,9,2,17.171875,0.043516101,-0.1001001,0.10483871,0.026315789,4
12.2,181,79.0,2021,9,5,17.171875,0.043516101,-0.1001001,0.016129032,-0.070175439,4
12.2,219,38.0,2021,9,6,17.171875,0.043516101,-0.1001001,0.016129032,-0.070175439,4
12.2,182,44.0,2021,9,24,17.171875,0.043516101,-0.1001001,0.008130081,-0.051724138,4
11.7,204,71.0,2021,10,1,17.171875,0.043516101,-0.1001001,0.048780488,-0.026315789,4
10.8,436,55.0,2021,10,4,15.609375,0.130548303,0.0,0.1,0.009174312,4
11.5,150,1977.0,2021,10,16,17.171875,0.043516101,-0.1001001,-0.017699115,0.017094017,4
11.5,199,1870.0,2021,10,18,17.171875,0.043516101,-0.1001001,-0.017699115,-0.055045872,4
11.5,183,2623.0,2021,10,19,17.171875,0.043516101,-0.1001001,-0.017699115,-0.055045872,4
11.5,186,2475.0,2021,10,21,17.953125,0.0,-0.15015015,-0.017699115,-0.055045872,4
11.5,175,2226.0,2021,10,23,17.171875,0.043516101,-0.1001001,-0.116504854,0.148148148,4
11.5,162,1200.0,2021,10,25,17.171875,0.043516101,-0.1001001,0.033613445,-0.055045872,4
10.8,294,3599.0,2021,10,29,17.171875,0.043516101,-0.1001001,0.092436975,0.009174312,4
12.6,166,1148.0,2021,11,8,17.171875,0.043516101,-0.1001001,0.066666667,0.187096774,4
12.6,106,70.0,2021,11,15,17.171875,0.043516101,-0.1001001,0.023255814,-0.058823529,4
12.6,83,647.0,2021,11,18,17.171875,0.043516101,-0.1001001,0.023255814,0.176470588,4
11.7,257,1018.0,2021,11,19,17.171875,-0.1001001,-0.1001001,-0.00862069,0.24516129,4
12.6,198,1412.0,2021,11,28,17.171875,-0.1001001,-0.22246941,0.023255814,0.1,4
12.6,235,1111.0,2021,11,29,17.171875,-0.1001001,-0.22246941,0.023255814,0.1,4
11.8,271,1276.0,2021,12,1,17.171875,-0.1001001,-0.22246941,0.085271318,0.157142857,4
11.8,372,1556.0,2021,12,8,17.171875,-0.1001001,-0.1001001,0.085271318,0.22875817,4
10.5,629,1468.0,2021,12,9,17.171875,-0.1001001,-0.1001001,0.146341463,0.31372549,4
12.2,289,730.0,2021,12,14,17.171875,-0.1001001,-0.1001001,0.054263566,0.164383562,4
12.2,259,883.0,2021,12,15,17.171875,-0.1001001,-0.103413655,0.054263566,0.217948718,4
11.5,350,1305.0,2021,12,20,17.171875,-0.1001001,0.037412412,-0.036036036,0.08,4
11.5,228,1383.0,2021,12,22,17.171875,-0.1001001,-0.176659529,0.00862069,0.212328767,4
12.2,310,2041.0,2021,12,23,17.171875,-0.1001001,0.037412412,0.054263566,0.024,4
12.2,224,557.0,2021,12,25,17.171875,-0.1001001,-0.1001001,0.054263566,0.175675676,4
12.2,257,360.0,2021,12,31,17.171875,-0.1001001,-0.111223458,0.054263566,0.212903226,4
12.2,277,362.0,2022,1,2,17.171875,-0.1001001,0.037412412,0.054263566,0.024,4
12.2,273,286.0,2022,1,10,17.171875,0.043516101,0.037412412,0.128571429,0.024,4
12.2,208,259.0,2022,1,13,17.171875,0.043516101,0.037412412,0.128571429,0.024,4
12.2,287,476.0,2022,1,23,17.171875,-0.1001001,0.037412412,0.016129032,0.024,4
12.2,177,364.0,2022,1,26,17.171875,-0.1001001,0.037412412,0.128571429,0.024,4
10.8,423,1449.0,2022,1,27,17.171875,-0.1001001,0.037412412,0.060869565,0.149606299,4
12.5,238,187.0,2022,2,3,17.171875,-0.1001001,0.037412412,0.074074074,0.0,4
12.0,286,335.0,2022,2,12,17.171875,-0.1001001,0.037412412,0.0625,0.069767442,4
